"start_date","portfolio_value","returns","algo_volatility","beta","sharpe","alpha","gross_leverage","benchmark_period_return","max_drawdown"
"2021-01-05",9952.482,-0.004751800000000003,0,0,0,0,0,-0.006820370172247792,0
"2021-01-06",10055.292000000001,0.01033008650505485,0.16929375614437417,1.1783755045358955,4.151742601998307,0.8278595999967032,0,-0.0008826361399378868,0
"2021-01-07",10113.460000000003,0.0057848146030967055,0.12281696897964721,0.5347998934457542,7.771731390333424,0.324875541710244,0,0.013961698940836653,0
"2021-01-08",10122.639000000003,0.0009076023438071723,0.10285226306872583,0.5237305000171673,7.5161624490152965,0.12261377781044148,0,0.019738953674975912,0
"2021-01-11",10142.428000000004,0.0019549249953495986,0.089422296013007,0.3893466888901138,8.01781776705948,0.46241162057097,0.9855924045011704,0.012865090403338053,0
"2021-01-12",10223.465000000006,0.007989901431886137,0.08665312315123748,0.35508199136532825,10.767670235009213,0.7364372737316971,0.9662907830173033,0.013079062800898766,0
"2021-01-13",10245.028000000002,0.0021091674887131176,0.07967877235383047,0.3529476422359989,10.990243440950495,0.6739583301198193,0.9662521176125625,0.015807210869797972,0
"2021-01-14",10310.132000000003,0.006354692246814861,0.07551803931768437,0.28785589927313804,12.796952643306389,0.8541933659770014,0,0.012249919760350947,0
"2021-01-15",10414.398000000001,0.010112964606078542,0.07806208306378318,0.13407315724903401,14.631763249888774,1.1231077674431826,0,0.004867872044506338,0
"2021-01-19",10449.506000000001,0.0033711021990901605,0.07382819393507424,0.10594289444769178,15.074445715954761,1.0783883336143099,0,0.012758104204557696,0
"2021-01-20",10504.242000000002,0.0052381423581172905,0.07014993691147482,0.09692641755200634,16.13323927700787,1.072297113851513,0.989541177745143,0.026773296244784417,0
"2021-01-21",10489.188000000002,-0.001433135299053476,0.07218493800980247,0.1094467021781613,13.954957375197317,0.9437084714905926,0.9872737527442542,0.027709425484112593,-0.0014331353
"2021-01-22",10519.66,0.002905086647317021,0.06927893406815655,0.11306203392638314,14.234690757186687,0.9332466225503402,0,0.024071894725580467,0
"2021-01-25",10579.184000000001,0.005658357779624175,0.06697151556550533,0.11736577194583792,15.194136398344368,0.958234550673699,0,0.028110623729538764,0
"2021-01-26",10598.444000000003,0.0018205562924325765,0.0651722308922945,0.12602964929506788,15.042010763020066,0.9241541123881369,0,0.026505830747833414,0
"2021-01-27",10629.321000000004,0.0029133521864153264,0.06308158540257298,0.08322095857066363,15.29664484336757,0.9622006388293628,0,0.00141756713383967,0
"2021-01-28",10686.002000000004,0.005332513713717036,0.061352142072107624,0.08775891791305694,16.09108128333422,0.9733188907454109,0,0.010029956135658269,0
"2021-01-29",10725.846000000001,0.0037286161840506212,0.05952451839316799,0.07022654235033675,16.54070078235476,0.9937522401319179,0,-0.010190435433829248,0
"2021-02-01",10716.090000000004,-0.0009095786010723613,0.060448573345390985,0.023250731303758525,15.231021300292317,0.9184381959039374,0.9827633026598317,0.006285439178345786,-0.0009095786
"2021-02-02",10805.454000000003,0.008339235672712672,0.06114208333420663,0.048447322239163294,16.023876662936555,0.9666370550039513,0,0.02051460361613322,0
"2021-02-03",10821.181000000004,0.0014554686920143075,0.06018665321236892,0.04873867517008315,15.793283291562894,0.9375374769218701,0,0.021317000106986006,0
"2021-02-04",10885.313000000002,0.005926525025318194,0.059187059263881965,0.05560951278902433,16.476978958247823,0.9538176911163718,0,0.03292500267465459,0
"2021-02-05",10917.453000000005,0.0029526022816250713,0.057905921402636236,0.05458823583842167,16.667952384822563,0.9427196013501838,0.9907530630083771,0.036990478228308143,0
"2021-02-09",10888.616000000002,-0.0026413669928327752,0.06039073813075889,0.04131903062153078,14.856967600565275,0.8780935380237296,0,0.0437841018508609,-0.002641367
"2021-02-10",10831.851000000002,-0.00521324289514842,0.06535295826176366,0.04921193100709113,12.375642102825722,0.7871283479997693,1.9627734908835062,0.04332941050604444,-0.0078408398
"2021-02-11",10804.995000000006,-0.002479354636617151,0.06643671857483456,0.04951077624456069,11.343833070443486,0.7319220378258479,0,0.04501444313683489,-0.0103007542
"2021-02-12",10787.298000000006,-0.0016378536038193544,0.06666351423142214,0.04339127414061381,10.657217314268921,0.6901124109321325,0,0.050176527227987044,-0.0119217367
"2021-02-16",10815.061000000009,0.0025736750760016673,0.06542150522890137,0.04352972556257723,10.825759881681275,0.688905291901963,1.9795098705407195,0.049267144538354124,-0.0093787443
"2021-02-17",10818.000000000007,0.00027175066326472723,0.06467706434847402,0.04504240388801678,10.609277804817475,0.666772924492085,0.9930652616010346,0.04950786348560987,-0.0091095423
"2021-02-18",10884.310000000009,0.006129598816786954,0.06431456026566267,0.03640261150272265,11.11401532725531,0.7009350981045752,0.9794493174119436,0.04504118968653015,-0.0030357813
"2021-02-19",10900.418000000009,0.001479928447462463,0.06335174202208245,0.03799517501698261,11.108858781124736,0.6903134119457628,0.9811201735566462,0.04319567775756883,-0.0015603456
"2021-02-22",10960.708000000008,0.005530980555057522,0.06279350758864617,0.027311250606842963,11.55102464843614,0.7176163167213686,0.9878860015247184,0.03517171284904208,0
"2021-02-23",10939.449000000008,-0.0019395644879874549,0.06322229278877954,0.027139080245354778,10.890754296125467,0.6808546256000216,0,0.03642880068471133,-0.0019395645
"2021-02-24",10936.579000000009,-0.0002623532501498914,0.06278856142851678,0.015261253850055877,10.612487529541848,0.6609025927593021,0,0.047849577404514454,-0.0022014089
"2021-02-25",10997.27900000001,0.005550181642723989,0.06234782851005934,-0.00970482606137477,11.023090666929136,0.6889427506381672,0.9938974904610488,0.022600834492350064,0
"2021-02-26",11061.791000000008,0.005866178351935852,0.06200933557578097,-0.014999966278113784,11.437605204006116,0.7112172552472203,0,0.017331764202417554,0
"2021-03-01",11139.174000000006,0.006995521792085742,0.06210805670758889,0.012182930065720634,11.877925524499155,0.7341396648547754,0,0.04199208302128987,0
"2021-03-02",11191.437000000005,0.004691820057752844,0.06143126822576517,0.008019646187810155,12.199251611499554,0.7475389833397416,0,0.03386113191398277,0
"2021-03-03",11152.801000000007,-0.003452282311913884,0.06277995131999298,0.0291522597308842,11.275775881945355,0.7037413138916475,0.9950065458892338,0.020166898470096895,-0.0034522823
"2021-03-04",11203.594000000005,0.004554281924334328,0.06212447542326517,0.02290853030856903,11.571724600730814,0.7174926290551344,0,0.007542527014014588,0
"2021-03-05",11199.824000000004,-0.0003364991626794433,0.06185046198403362,0.009057815003366599,11.306063403382993,0.6977230634786931,0,0.026077885952711544,-0.0003364992
"2021-03-08",11103.600000000006,-0.008591563581713275,0.06713687426024836,0.02253485467799529,9.399993989883878,0.6279653879763049,0,0.02096929496094946,-0.0089251717
